kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor
K00126.02,,CANDIDATE,CANDIDATE,0.875197345,0.0,0.73,2518.0,9497.39,5855.0,1.796,1.174,3.999,2,1450.0,6.838731,9.71866,1.004,0.052,,2.175169
K01106.03,,CANDIDATE,CANDIDATE,13.2298203,157.8,1.5,856.0,126.84,6049.0,1.176,1.14,4.353,3,99.0,3.3527744,7.8977256,0.435,3.566,,25.9
K01110.02,,CANDIDATE,CANDIDATE,3.71840884,77.2,0.84,1184.0,464.19,5982.0,0.96,1.047,4.493,2,338.0,3.4592652,8.009703,0.192,3.611,,7.81
K06312.01,,FALSE POSITIVE,FALSE POSITIVE,1.703347524,504406.0,47.62,1202.0,495.27,5325.0,0.648,0.695,4.657,1,789.0,2083.2566,18911.455,0.223,3.3039,,6.60496
K06313.01,,FALSE POSITIVE,FALSE POSITIVE,1.70332915,98.5,0.86,1420.0,965.03,5749.0,0.864,0.961,4.547,1,787.0,3.537401,8.841096,0.307,1.663,,7.55
K06314.01,,FALSE POSITIVE,FALSE POSITIVE,20.413812,496.4,16.5,586.0,27.84,5514.0,0.826,0.926,4.569,1,53.0,3.7235975,7.605683,1.158,5.806,,6.63
K06315.01,,CANDIDATE,CANDIDATE,5.32737192,107.7,0.7,782.0,88.33,4905.0,0.679,0.659,4.593,1,202.0,6.2739573,8.214057,0.3554,2.226,,17.29
K06316.01,,FALSE POSITIVE,FALSE POSITIVE,67.41958542,182171.0,49.46,470.0,11.48,6071.0,0.962,0.898,4.425,1,15.0,1835.9718,4110.014,0.72,7.645,,86.43
K06317.01,,FALSE POSITIVE,FALSE POSITIVE,7.363572395,129696.0,82.22,1287.0,649.25,6793.0,1.508,1.346,4.208,1,289.0,423.7528,2238.2502,0.922,5.7545,,11.613
K06318.01,,CANDIDATE,CANDIDATE,5.90260586,337.7,1.26,759.0,78.58,4960.0,0.707,0.786,4.627,1,180.0,4.5557876,8.067311,0.1049,1.832,,24.89
K06319.01,,FALSE POSITIVE,FALSE POSITIVE,33.693201537,508772.0,68.86,518.0,17.07,5427.0,0.899,0.826,4.448,1,0.0,3125.736,12515.727,0.379,7.44219,,57.3746
K06320.01,,CANDIDATE,CANDIDATE,22.80265,53.1,2.36,1045.0,281.59,5011.0,3.324,0.843,3.321,1,60.0,4.14432,7.670929,0.1018,19.34,,9.04
K06447.01,,FALSE POSITIVE,FALSE POSITIVE,1.120997701,145.6,66.58,3992.0,60096.61,6720.0,4.845,2.02,3.373,2,965.0,3.648822,8.90709,1.114,11.243,,1.1241
K06448.01,,FALSE POSITIVE,FALSE POSITIVE,1.874967748,31525.9,378.99,4440.0,91765.97,4588.0,18.328,2.09,2.232,1,575.0,83.01248,1024.2103,0.817,10.0159,,1.57165
K06449.01,,CANDIDATE,CANDIDATE,29.9315174,353.0,1.58,517.0,16.9,5551.0,0.809,0.887,4.57,1,33.0,4.439363,7.2719383,0.5986,2.53,,74.6
K06450.01,,CANDIDATE,CANDIDATE,0.602277579,34.6,0.78,2699.0,12545.82,6510.0,1.228,0.992,4.256,1,1775.0,8.4743395,7.6680713,0.7502,2.38,,1.549
K06451.01,,FALSE POSITIVE,FALSE POSITIVE,2.40440112,27.1,0.42,1172.0,447.52,5433.0,0.769,0.766,4.55,1,561.0,5.099751,10.201152,0.669,5.49,,2.63
K06452.01,,FALSE POSITIVE,FALSE POSITIVE,21.926779,198.6,1.26,618.0,34.52,5853.0,0.868,0.961,4.544,1,52.0,3.813372,8.9485,0.542,10.05,,14.29
K06453.01,,FALSE POSITIVE,FALSE POSITIVE,25.706001174,464960.0,67.11,579.0,26.55,5642.0,0.903,0.936,4.498,1,0.0,6394.1577,35714.492,0.43,10.969,,29.1055
K06454.01,,CANDIDATE,CANDIDATE,27.2173855,155.9,1.34,667.0,46.8,6263.0,1.019,0.959,4.404,1,50.0,6.2895083,7.46922,0.6516,3.268,,49.3
K06455.01,,FALSE POSITIVE,FALSE POSITIVE,501.90703,306.9,1.83,254.0,0.99,6316.0,1.036,1.01,4.413,1,3.0,5.972716,7.554866,0.0805,12.43,,312.5
K06568.01,,CANDIDATE,CANDIDATE,6.27651592,166.0,0.65,532.0,18.89,3914.0,0.515,0.543,4.748,1,212.0,2.650497,7.638555,0.172,1.973,,24.24
K06569.01,,FALSE POSITIVE,FALSE POSITIVE,3.115304946,149524.0,61.66,1404.0,918.39,6367.0,1.087,1.131,4.419,1,431.0,1375.1437,14410.808,0.89,4.88748,,6.102
K06570.01,,CANDIDATE,CANDIDATE,16.214474,161.7,3.53,1256.0,587.82,6801.0,2.637,1.727,3.833,1,23.0,9.640008,11.666008,0.6311,4.149,,23.64
K06571.01,,FALSE POSITIVE,FALSE POSITIVE,12.422524,33.9,0.86,1107.0,354.37,7225.0,1.414,1.397,4.281,1,109.0,3.614723,8.814673,0.566,13.55,,5.87
K06572.01,,FALSE POSITIVE,FALSE POSITIVE,12.4269264,126.6,1.66,906.0,159.5,5349.0,1.505,0.914,4.044,1,109.0,8.772643,7.420866,0.04,21.826,,4.4286
K06573.01,,FALSE POSITIVE,FALSE POSITIVE,12.4261809,92.2,1.88,976.0,214.85,5948.0,1.432,0.957,4.106,1,112.0,4.026168,10.666088,0.98,29.09,,1.285
K06574.01,,FALSE POSITIVE,FALSE POSITIVE,0.61810542,12264.0,39.52,1994.0,3735.52,5371.0,0.949,0.83,4.403,1,2160.0,7.8876877,10.657215,1.2326,6.666,,1.3367
K06575.01,,FALSE POSITIVE,FALSE POSITIVE,1.06995136,54.8,0.9,1991.0,3730.45,5869.0,1.221,1.021,4.274,1,1256.0,3.726035,8.410327,0.176,1.322,,6.158
K06703.01,,FALSE POSITIVE,FALSE POSITIVE,2.158398259,93038.0,101.02,1829.0,2649.52,5210.0,1.946,0.829,3.778,1,483.0,196.07423,1346.4364,0.996,8.1633,,2.499
K06704.01,,FALSE POSITIVE,FALSE POSITIVE,359.534371,5732.0,64333.8,491.0,13.7,5087.0,5.899,1.935,3.183,1,4.0,56.68427,78.474846,100.806,24.205,,423.0
K06705.01,,CANDIDATE,CANDIDATE,0.9951412,101.7,0.22,509.0,15.69,3325.0,0.109,0.101,5.364,1,1014.0,3.6612856,12.779973,0.998,5.588,,1.042
K06706.01,,FALSE POSITIVE,FALSE POSITIVE,534.86668,565.0,4.3,328.0,2.74,6668.0,1.791,1.395,4.074,1,3.0,7.0106645,8.689171,0.113,8.19,,507.0
K06707.01,,CANDIDATE,CANDIDATE,43.535891,576.6,1.86,444.0,9.19,5481.0,0.778,0.871,4.592,2,30.0,3.306712,9.773058,0.258,4.712,,69.8
K06708.01,,FALSE POSITIVE,FALSE POSITIVE,1.39797542,43.2,0.49,1316.0,709.8,5074.0,0.761,0.725,4.536,1,962.0,3.5246925,7.456211,0.077,9.06,,1.339
K06709.01,,FALSE POSITIVE,FALSE POSITIVE,2.2127498,22.7,0.68,1801.0,2494.14,6195.0,1.405,0.92,4.106,1,603.0,3.35342,7.8936915,0.229,3.054,,5.45
K06710.01,,FALSE POSITIVE,FALSE POSITIVE,0.776976021,21245.0,48.15,2083.0,4459.03,5999.0,1.042,1.046,4.423,1,860.0,386.19525,4295.017,1.222,1.95401,,2.5652
K06836.01,,FALSE POSITIVE,FALSE POSITIVE,2.25353739,182828.0,96.65,2056.0,4215.56,6951.0,1.662,1.328,4.119,1,599.0,512.8668,5622.3394,0.82,5.74622,,4.0358
K06837.01,,FALSE POSITIVE,FALSE POSITIVE,17.99646148,62755.2,114.45,1004.0,240.38,5684.0,2.249,1.134,3.788,1,74.0,2100.668,8574.474,1.091,4.65638,,28.945
K06838.01,,FALSE POSITIVE,FALSE POSITIVE,1.386249249,47187.6,78.6,2137.0,4939.8,6226.0,1.594,1.264,4.135,1,963.0,266.5393,2369.1526,1.135,2.99104,,3.439
K06839.01,,FALSE POSITIVE,FALSE POSITIVE,0.53482911,704.0,0.54,753.0,75.82,3229.0,0.201,0.178,5.08,1,164.0,5.609909,7.7024612,0.3597,0.996,,3.99
K06840.01,,FALSE POSITIVE,FALSE POSITIVE,0.566799833,198.0,1.27,1900.0,3084.6,5488.0,0.789,0.877,4.584,1,2368.0,3.565129,12.937914,0.851,5.543,,1.028
K06841.01,,FALSE POSITIVE,FALSE POSITIVE,0.566795728,18.9,0.64,2755.0,13656.59,6130.0,1.393,1.003,4.151,1,2368.0,4.321401,8.498971,0.653,2.79,,1.428
K06842.01,,FALSE POSITIVE,FALSE POSITIVE,14.665759784,336981.0,67.17,712.0,60.89,5385.0,1.002,0.855,4.369,1,0.0,1601.0653,9375.488,0.576,3.65814,,46.19
K06843.01,,FALSE POSITIVE,FALSE POSITIVE,0.566780836,60.9,0.75,2204.0,5608.62,5949.0,0.962,1.05,4.493,1,2363.0,3.5854812,9.262784,0.005,4.937,,1.1082
K07888.01,,CANDIDATE,CANDIDATE,4.7368156,35.3,0.6,1137.0,395.05,6088.0,1.011,1.06,4.456,1,282.0,3.2430632,7.157165,0.218,2.84,,12.54
K06968.01,,FALSE POSITIVE,FALSE POSITIVE,15.44605962,330907.0,52.93,701.0,57.04,5838.0,0.897,0.992,4.529,1,0.0,1478.9286,9167.076,0.3,4.5963,,38.7967
K06969.01,,FALSE POSITIVE,FALSE POSITIVE,1.790518325,61541.9,32.19,1850.0,2761.65,6586.0,1.219,1.131,4.319,1,751.0,718.58044,10464.102,0.643,3.34624,,4.4343
K06970.01,,CANDIDATE,CANDIDATE,40.7698541,239.8,1.87,585.0,27.73,5884.0,1.21,1.081,4.306,1,32.0,3.5830941,8.182845,0.202,2.997,,103.3
K06971.01,,CANDIDATE,CANDIDATE,129.222771,445.3,2.01,288.0,1.63,4934.0,0.809,0.781,4.515,1,10.0,4.293926,8.144032,0.867,7.272,,73.6
K06972.01,,FALSE POSITIVE,FALSE POSITIVE,1.03905082,43.8,0.87,2297.0,6581.45,6558.0,1.28,1.035,4.239,1,1288.0,10.33991,8.77838,0.4522,3.035,,2.451
K06973.01,,FALSE POSITIVE,FALSE POSITIVE,0.503201954,43.0,2.99,3550.0,37526.28,6157.0,2.306,1.302,3.827,1,2656.0,8.403603,14.142551,0.3279,0.167,,22.06
K06974.01,,FALSE POSITIVE,FALSE POSITIVE,7.140373046,205256.0,61.56,1132.0,388.56,5945.0,1.333,0.953,4.168,1,378.0,1911.9669,14268.942,0.309,7.07032,,10.751
K06975.01,,FALSE POSITIVE,FALSE POSITIVE,53.647084859,219095.0,142.04,753.0,75.91,5261.0,2.943,1.013,3.506,1,27.0,3436.6924,11994.642,0.432,19.9499,,28.2747
K07103.01,,FALSE POSITIVE,FALSE POSITIVE,2.496328637,20527.0,112.28,2317.0,6804.42,6757.0,2.615,1.734,3.842,1,538.0,354.31696,4705.1978,1.199,2.73115,,5.1138
K07104.01,,FALSE POSITIVE,FALSE POSITIVE,16.31328124,71589.0,30.85,747.0,73.51,6008.0,1.006,1.018,4.44,1,82.0,550.64667,2901.104,0.768,4.45731,,28.666
K07105.01,,FALSE POSITIVE,FALSE POSITIVE,1.721313779,534625.0,83.69,1627.0,1658.35,5960.0,1.073,0.986,4.371,1,0.0,1797.2623,20769.879,0.315,3.54768,,6.3302
K07106.01,,CANDIDATE,CANDIDATE,5.01880305,98.7,1.08,1178.0,455.98,6220.0,1.083,1.064,4.398,1,267.0,3.8921213,8.82776,0.172,1.823,,20.92
K07107.01,,FALSE POSITIVE,FALSE POSITIVE,1.50650745,27.8,1.13,2498.0,9242.43,6839.0,2.02,1.497,4.003,1,892.0,4.3426085,9.512498,0.677,2.622,,3.36
K07108.01,,FALSE POSITIVE,FALSE POSITIVE,8.209514329,141387.0,149.52,1371.0,834.79,6258.0,2.111,1.237,3.882,1,168.0,3802.564,17207.559,1.079,4.14104,,18.918
K07109.01,,FALSE POSITIVE,FALSE POSITIVE,3.431126546,40248.0,47.48,1251.0,580.05,5815.0,0.969,0.764,4.349,1,389.0,953.5132,5044.028,1.161,2.7986,,8.215
K07110.01,,FALSE POSITIVE,FALSE POSITIVE,1.583334941,177074.0,52.0,1548.0,1362.14,5846.0,0.953,0.984,4.472,1,848.0,1053.7365,10896.961,0.781,4.4854,,3.618
K07111.01,,CANDIDATE,CANDIDATE,23.59919017,,,,,,,,,1,57.0,5.272707,7.11798,,2.05,,
K07234.01,,FALSE POSITIVE,FALSE POSITIVE,8.429438192,456346.0,49.49,582.0,27.16,4268.0,0.68,0.675,4.602,1,0.0,1894.6132,15275.126,0.428,3.94306,,26.3205
K07235.01,,CANDIDATE,CANDIDATE,299.70688,230.7,1.15,237.0,0.75,5606.0,0.76,0.832,4.597,1,5.0,7.1863,9.742945,0.1196,15.39,,149.7
K07236.01,,CANDIDATE,CANDIDATE,14.461834,80.2,1.05,785.0,89.86,5457.0,1.196,0.903,4.239,1,92.0,4.226475,7.880763,0.065,7.156,,15.54
K07237.01,,FALSE POSITIVE,FALSE POSITIVE,7.9320191,125.1,1.04,811.0,102.05,5219.0,0.905,0.823,4.441,1,134.0,5.648681,7.9241037,0.5896,8.18,,6.13
K07238.01,,FALSE POSITIVE,FALSE POSITIVE,1.374249107,136655.0,96.85,2725.0,13078.76,7053.0,2.121,1.489,3.958,1,787.0,180.65036,2191.3906,0.771,5.3181,,2.572
K07239.01,,FALSE POSITIVE,FALSE POSITIVE,8.4804737,337.0,1.85,930.0,176.51,6092.0,0.998,1.074,4.471,1,128.0,4.415864,10.790104,0.33,6.157,,10.14
K07240.01,,FALSE POSITIVE,FALSE POSITIVE,0.94242156,,,,,,,,,1,1131.0,6.7910457,8.01427,,1.89,,
K07241.01,,FALSE POSITIVE,FALSE POSITIVE,4.994773558,259761.0,62.69,1264.0,604.21,6253.0,1.181,0.95,4.271,1,269.0,3393.0452,24443.072,0.416,4.48893,,12.1638
K07367.01,,FALSE POSITIVE,FALSE POSITIVE,1.105094098,730498.0,267.59,3771.0,47811.67,8011.0,2.927,1.855,3.773,1,1223.0,2292.3467,15415.899,0.161,4.38191,,3.693
K07368.01,Kepler-1974 b,CONFIRMED,CANDIDATE,6.842939,,,,99.24,,,,,1,198.0,7.9750724,28.887737,,2.8,,
K07369.01,,FALSE POSITIVE,FALSE POSITIVE,0.8170226,167696.0,57.56,1947.0,3416.07,5780.0,1.0,1.0,4.438,1,730.0,102.140564,904.5378,0.843,2.974,,2.9011
K07370.01,,CANDIDATE,CANDIDATE,4.48538145,168.1,0.96,962.0,202.75,5654.0,0.737,0.801,4.607,1,236.0,5.419524,7.1488767,0.1296,2.297,,14.98
K07371.01,,FALSE POSITIVE,FALSE POSITIVE,19.40669392,464521.0,57.97,597.0,30.05,5622.0,0.778,0.862,4.588,1,0.0,5134.9556,24390.424,0.424,5.27765,,45.746
K07372.01,,FALSE POSITIVE,FALSE POSITIVE,7.143708297,202685.0,44.78,943.0,187.0,5655.0,0.992,0.873,4.386,1,190.0,1752.3062,15515.924,0.162,5.83451,,13.16
K07373.01,,FALSE POSITIVE,FALSE POSITIVE,0.952377862,2122.3,28.44,1713.0,2023.36,5662.0,0.863,0.909,4.524,1,940.0,25.530638,140.8643,1.248,4.0869,,1.428
K07374.01,,FALSE POSITIVE,FALSE POSITIVE,3.521050679,4879.8,256.2,2434.0,8306.9,5149.0,6.619,2.055,3.109,1,304.0,31.565859,290.11032,1.266,3.5323,,3.881
K07375.01,,CANDIDATE,CANDIDATE,4.84847245,554.7,1.51,667.0,46.85,4137.0,0.647,0.643,4.625,1,220.0,7.227822,12.786424,0.191,0.874,,42.5
K07499.01,,FALSE POSITIVE,FALSE POSITIVE,1.941635737,69814.1,59.71,1728.0,2109.03,6525.0,1.161,1.183,4.381,1,689.0,437.66324,5666.6855,1.071,2.46683,,6.183
K07500.01,,FALSE POSITIVE,FALSE POSITIVE,0.539445498,25302.2,68.65,2959.0,18153.51,6486.0,1.456,1.156,4.174,1,2482.0,335.68802,5275.132,1.214,2.2821,,1.886
K07501.01,,FALSE POSITIVE,FALSE POSITIVE,20.7106853,1003.0,89.55,1246.0,570.64,6956.0,2.888,1.664,3.738,1,68.0,4.4151664,19.447906,1.252,42.737,,1.655
K07502.01,,FALSE POSITIVE,FALSE POSITIVE,2.521245368,418375.0,56.59,1241.0,560.57,5605.0,0.854,0.816,4.486,1,421.0,4150.309,35453.266,0.231,4.24027,,7.2854
K07503.01,,FALSE POSITIVE,FALSE POSITIVE,2.52122764,127.3,0.91,1177.0,453.48,5546.0,0.81,0.907,4.575,1,420.0,3.3013546,7.8041596,0.298,2.249,,8.29
K07504.01,,FALSE POSITIVE,FALSE POSITIVE,2.5212708,163.3,0.81,1003.0,238.81,5110.0,0.637,0.697,4.674,1,406.0,7.49554,7.7261925,0.3286,2.706,,6.84
K07505.01,,FALSE POSITIVE,FALSE POSITIVE,8.202869679,345937.0,110.46,1190.0,474.09,6060.0,1.643,1.129,4.059,1,0.0,3220.0493,26640.668,0.561,7.29811,,13.0525
K07506.01,,CANDIDATE,CANDIDATE,11.8436119,199.3,1.41,830.0,111.98,6077.0,0.999,1.077,4.471,1,61.0,3.707846,8.382526,0.067,6.044,,15.14
K07507.01,,FALSE POSITIVE,FALSE POSITIVE,3.442714533,60039.0,47.02,1157.0,423.13,5819.0,0.861,0.858,4.501,1,356.0,189.89961,2268.2866,1.142,3.36034,,7.717
K01126.02,,FALSE POSITIVE,FALSE POSITIVE,475.91706,967.3,28.22,221.0,0.56,5334.0,1.004,0.865,4.372,2,5.0,8.209685,10.978225,1.222,22.86,,47.2
K01347.02,,FALSE POSITIVE,FALSE POSITIVE,0.858285844,43.4,0.9,2274.0,6321.2,5945.0,1.346,1.039,4.196,2,1203.0,5.530312,8.724697,0.3323,1.799,,3.52
K01427.02,,CANDIDATE,CANDIDATE,4.88446644,221.0,0.84,579.0,26.5,3883.0,0.517,0.516,4.725,2,209.0,3.3718977,8.390433,0.776,2.057,,11.91
K01574.04,,CANDIDATE,CANDIDATE,8.9772888,97.5,1.79,1113.0,362.75,5597.0,1.699,0.969,3.963,4,108.0,2.8682158,7.3837943,0.702,4.72,,10.58
K01602.02,,CANDIDATE,CANDIDATE,3.03359398,95.6,1.55,1529.0,1294.06,5557.0,1.616,1.035,4.037,2,415.0,3.0804346,10.401874,0.023,4.026,,5.835
K01681.04,,CANDIDATE,CANDIDATE,21.9139549,584.4,10.39,303.0,2.01,3638.0,0.42,0.45,4.844,4,59.0,3.2788918,7.972139,1.2,3.271,,13.18
K01803.03,,FALSE POSITIVE,FALSE POSITIVE,6.238315363,82.9,0.7,746.0,73.27,4914.0,0.724,0.783,4.61,3,206.0,5.2417016,10.042057,0.707,2.501,,13.74778
K01840.02,,CANDIDATE,CANDIDATE,9.3888216,192.7,20.91,963.0,202.91,5846.0,1.24,1.064,4.278,2,147.0,3.5918357,7.657937,1.14,4.154,,3.34
K06321.01,,FALSE POSITIVE,FALSE POSITIVE,2.115510941,415163.0,191.42,2701.0,12609.03,7563.0,2.638,1.938,3.883,1,0.0,4110.4556,44989.64,0.492,7.2877,,3.68149
K06322.01,,FALSE POSITIVE,FALSE POSITIVE,1.015044104,158.2,1.98,1979.0,3627.61,5910.0,1.124,0.959,4.318,1,1328.0,3.3458421,13.197882,0.984,10.994,,1.0131
K06323.01,,FALSE POSITIVE,FALSE POSITIVE,3.711013336,24989.1,55.69,1436.0,1003.75,6338.0,1.247,1.021,4.256,1,360.0,540.1277,5466.532,1.192,3.31024,,6.5584
K06324.01,,FALSE POSITIVE,FALSE POSITIVE,2.97606298,72.2,5.65,2615.0,11065.06,5321.0,6.669,2.334,3.158,1,456.0,3.5199478,11.146896,0.363,4.124,,5.22
K06325.01,,FALSE POSITIVE,FALSE POSITIVE,2.97586085,105.9,0.85,1135.0,392.05,5481.0,0.835,0.821,4.508,1,446.0,3.5023768,7.4813848,0.117,4.513,,5.0849
K06326.01,,FALSE POSITIVE,FALSE POSITIVE,14.658013949,129645.0,121.59,855.0,126.35,5146.0,1.626,0.934,3.986,1,94.0,1867.8506,9141.622,1.141,3.03316,,45.77
K06327.01,,FALSE POSITIVE,FALSE POSITIVE,18.839487435,182722.0,45.2,734.0,68.54,6208.0,1.024,1.086,4.454,1,73.0,968.00336,5111.854,0.421,5.62797,,34.268
K06328.01,,FALSE POSITIVE,FALSE POSITIVE,0.555973803,75.3,1.9,3049.0,20544.64,5445.0,2.117,0.977,3.776,1,2404.0,3.7718709,12.861093,0.563,1.271,,2.89
K06456.01,,FALSE POSITIVE,FALSE POSITIVE,4.426344495,276139.0,78.3,1316.0,709.74,6228.0,1.226,1.034,4.277,1,0.0,4594.7153,26435.945,0.668,5.84235,,8.386
K06457.01,,FALSE POSITIVE,FALSE POSITIVE,0.957823876,104692.0,110.91,2649.0,11612.14,5908.0,2.033,1.103,3.865,1,1122.0,755.3856,9342.362,0.992,3.7232,,2.512
K06458.01,,FALSE POSITIVE,FALSE POSITIVE,5.024768971,53046.4,42.15,1159.0,425.9,6322.0,0.989,0.99,4.444,1,213.0,467.6461,3631.662,1.038,3.82433,,9.359
K06459.01,,FALSE POSITIVE,FALSE POSITIVE,30.960216668,340408.0,62.08,527.0,18.3,5291.0,0.926,0.828,4.423,1,0.0,11098.194,42138.434,0.58,15.4308,,23.1105
K06460.01,,FALSE POSITIVE,FALSE POSITIVE,2.470283788,193828.0,157.82,2657.0,11792.22,7823.0,2.675,2.002,3.885,1,875.0,612.71326,7336.0117,0.804,7.8391,,3.3535
K06461.01,,FALSE POSITIVE,FALSE POSITIVE,1.23516416,64.6,0.92,1866.0,2861.14,6249.0,1.076,1.13,4.428,1,872.0,5.6612787,10.267005,0.678,4.713,,1.698
K06462.01,,FALSE POSITIVE,FALSE POSITIVE,1.23513471,42.8,0.7,1743.0,2172.96,5930.0,0.997,0.99,4.436,1,873.0,6.3425574,9.1849785,0.716,5.44,,1.482
K06463.01,,FALSE POSITIVE,FALSE POSITIVE,0.8903331,134.1,20.96,5714.0,251387.46,4981.0,18.374,3.369,2.437,1,530.0,4.722031,8.249648,0.322,2.643,,2.55
K06464.01,,FALSE POSITIVE,FALSE POSITIVE,20.000242814,13137.9,21.57,746.0,73.09,6373.0,1.047,1.094,4.438,3,69.0,162.84451,859.69916,1.004,5.0042,,19.464
K06576.01,,FALSE POSITIVE,FALSE POSITIVE,10.217121652,205223.0,81.1,994.0,230.53,5931.0,1.349,1.042,4.196,1,133.0,1952.5149,12182.578,0.786,4.35647,,23.973
K06577.01,,FALSE POSITIVE,FALSE POSITIVE,0.618060842,25.1,0.51,1854.0,2791.09,5339.0,0.793,0.731,4.503,1,1089.0,3.6324959,7.1957045,0.944,1.892,,1.298
K06578.01,,FALSE POSITIVE,FALSE POSITIVE,0.759764419,393266.0,138.54,2715.0,12833.03,5807.0,1.909,1.13,3.93,1,1773.0,938.2225,10308.177,0.545,5.72501,,1.9631
K06579.01,,CANDIDATE,CANDIDATE,2.6528082,153.1,1.17,1280.0,633.57,5778.0,0.935,0.962,4.48,1,326.0,2.692931,8.3019705,0.434,2.297,,8.09
K06580.01,,FALSE POSITIVE,FALSE POSITIVE,21.539269242,143753.0,53.0,674.0,48.89,6136.0,0.933,0.973,4.487,1,50.0,1382.2795,5924.18,0.908,5.32432,,37.69925
K06581.01,,FALSE POSITIVE,FALSE POSITIVE,5.270733213,293637.0,37.93,693.0,54.59,4348.0,0.678,0.669,4.601,1,198.0,468.68845,3169.214,0.428,2.7822,,21.01
K06582.01,,CANDIDATE,CANDIDATE,2.43135542,123.6,1.07,1422.0,965.4,6231.0,0.955,1.025,4.488,1,555.0,4.6962523,8.208845,0.12,1.401,,13.32
K06583.01,,FALSE POSITIVE,FALSE POSITIVE,12.4232158,261.5,1.3,685.0,51.91,5497.0,0.809,0.907,4.577,1,110.0,3.9821486,12.322731,0.245,17.67,,5.33
K06711.01,,FALSE POSITIVE,FALSE POSITIVE,4.3206933,147.9,1.66,1205.0,499.09,6225.0,1.031,1.091,4.45,1,315.0,2.8304477,8.208407,0.973,50.68,,1.01512
K06712.01,,FALSE POSITIVE,FALSE POSITIVE,16.486796364,48942.8,46.92,1053.0,290.46,6020.0,2.097,1.162,3.86,1,81.0,830.21533,5703.485,0.309,7.06797,,20.7655
K06713.01,,FALSE POSITIVE,FALSE POSITIVE,5.7768734,71.0,3.13,1399.0,905.0,5473.0,2.162,1.065,3.796,1,233.0,4.1792054,8.280344,0.994,5.762,,1.797
K06714.01,,FALSE POSITIVE,FALSE POSITIVE,20.148807707,526949.0,68.52,631.0,37.55,5547.0,0.918,0.862,4.447,1,0.0,3924.788,22029.355,0.215,8.52557,,30.1615
K06715.01,,FALSE POSITIVE,FALSE POSITIVE,0.687772143,40368.3,46.27,2097.0,4569.67,5885.0,0.933,0.821,4.413,1,1949.0,301.31213,5203.446,1.166,2.56725,,2.1877
K06716.01,,FALSE POSITIVE,FALSE POSITIVE,0.843651274,305452.0,39.98,1553.0,1371.12,5220.0,0.695,0.665,4.578,1,1591.0,472.8448,4442.473,0.405,2.80468,,3.5153
K06717.01,,FALSE POSITIVE,FALSE POSITIVE,1.142946648,412554.0,43.5,1293.0,660.96,5058.0,0.608,0.603,4.651,1,1173.0,1655.0394,20847.062,0.479,3.40234,,4.198
K06718.01,,FALSE POSITIVE,FALSE POSITIVE,7.217010987,78713.8,89.71,1096.0,341.36,6047.0,1.211,0.943,4.246,1,190.0,854.9326,6998.6523,1.287,4.4215,,13.5033
K07885.01,,FALSE POSITIVE,FALSE POSITIVE,9.72869627,252.2,42.47,1126.0,379.75,6881.0,1.351,1.34,4.301,1,142.0,5.745396,10.819631,1.274,5.628,,2.76
K06844.01,,FALSE POSITIVE,FALSE POSITIVE,0.566791802,49.3,0.66,2040.0,4113.39,5691.0,0.887,1.003,4.544,1,2370.0,3.3149498,11.938858,0.679,2.2,,1.672
K06845.01,,FALSE POSITIVE,FALSE POSITIVE,2.245738777,483487.0,99.05,1737.0,2156.25,6508.0,1.312,1.217,4.287,1,598.0,1168.8412,9708.388,0.397,8.61629,,3.43849
K06846.01,,FALSE POSITIVE,FALSE POSITIVE,2.24572117,48.2,0.74,1479.0,1131.64,6158.0,1.026,1.092,4.455,1,596.0,3.1756713,11.723129,0.596,3.88,,3.67
K06847.01,,FALSE POSITIVE,FALSE POSITIVE,0.566801906,89.7,0.55,1344.0,774.11,4208.0,0.583,0.57,4.662,1,2360.0,31.246922,21.414711,0.155,1.626,,2.722
K06848.01,,FALSE POSITIVE,FALSE POSITIVE,2.316171991,251484.0,49.53,1288.0,651.03,5932.0,0.795,0.882,4.58,1,584.0,2073.9238,15679.817,0.7,4.03025,,6.265
K06849.01,,CANDIDATE,CANDIDATE,12.54474243,263.1,1.88,840.0,117.9,5767.0,1.159,1.015,4.316,1,109.0,3.6855063,8.802952,0.185,1.24,,77.1
K06850.01,,FALSE POSITIVE,FALSE POSITIVE,0.56680208,,,,392.81,,,,,1,2361.0,5.3738027,13.985345,,1.22,,
K06851.01,,FALSE POSITIVE,FALSE POSITIVE,0.566810701,200.0,1.49,1921.0,3220.92,5593.0,0.752,0.791,4.584,1,2374.0,3.62364,11.801067,0.982,6.19,,1.0102
K06852.01,,FALSE POSITIVE,FALSE POSITIVE,0.566813319,129.1,23.19,2313.0,6742.52,6108.0,1.03,1.132,4.466,1,2307.0,3.476932,8.335669,1.196,3.752,,1.213
K06976.01,,FALSE POSITIVE,FALSE POSITIVE,28.787257509,49618.4,91.26,971.0,210.02,5154.0,3.981,1.672,3.461,1,48.0,769.8438,3179.7195,0.559,13.953,,16.929
